titles,years,ratings,location,variety
Monlieff 2018 Rosé of Grenache (Central Coast),2018,91,Central Coast,Grenache
Cline 2017 Live Oak Zinfandel (Contra Costa County),2017,91,Central Coast,Zinfandel
Baileyana 2017 Firepeak Chardonnay (Edna Valley),2017,91,Central Coast,Chardonnay
Toretti 2016 Valentino Pinot Noir (Santa Maria Valley),2016,91,Central Coast,Pinot Noir
Longoria 2017 Lovely Rita Pinot Noir (Sta. Rita Hills),2017,91,Central Coast,Pinot Noir
Grimm's Bluff 2015 Cliff Hanger Cabernet Sauvignon (Happy Canyon of Santa Barbara),2015,91,Central Coast,Cabernet Sauvignon
Testarossa 2014 Black Ridge Vineyard Cabernet Sauvignon (Santa Cruz Mountains),2014,91,Central Coast,Cabernet Sauvignon
Bernardus 2017 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),2017,91,Central Coast,Pinot Noir
Paix Sur Terre 2018 Glenrose Vineyard Picpoul Blanc (Adelaida District),2018,91,Central Coast,"Picpoul Blanc, Other White"
Furthermore 2015 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),2015,91,Central Coast,Pinot Noir
Fess Parker 2017 The Big Easy Red (Santa Barbara County),2017,91,Central Coast,Rhône-style Red Blend
Niner 2018 Albariño (Edna Valley),2018,90,Central Coast,Albariño
Sculpterra 2017 Syrah (Central Coast),2017,90,Central Coast,Syrah
Dubost 2016 Calleri Vineyard Negrette (San Benito County),2016,90,Central Coast,"Negrette, Other Red"
Mooney Family 2018 Chardonnay (Santa Lucia Highlands),2018,90,Central Coast,Chardonnay
Testarossa 2016 Chardonnay (Sta. Rita Hills),2016,90,Central Coast,Chardonnay
Consensio 2017 Intrigue Syrah (Santa Barbara County),2017,90,Central Coast,Syrah
Stasis 2016 Murmur Vineyard Pinot Noir (Santa Maria Valley),2016,90,Central Coast,Pinot Noir
Lafond 2018 SRH Rosé of Pinot Noir (Sta. Rita Hills),2018,90,Central Coast,Pinot Noir
Testarossa 2016 Brosseau Vineyard Pinot Noir (Chalone),2016,90,Central Coast,Pinot Noir
Sean Minor 2018 Chardonnay (Central Coast),2018,90,Central Coast,Chardonnay
Lumen 2016 Grenache (Santa Barbara County),2016,90,Central Coast,Grenache
Dubost 2017 Alexandrine White (Adelaida District),2017,90,Central Coast,Rhône-style White Blend
Rusack 2017 Chardonnay (Santa Barbara County),2017,90,Central Coast,Chardonnay
Bellante 2017 Tierra Alta Vineyards Syrah (Ballard Canyon),2017,90,Central Coast,Syrah
Galante 2014 Ace High Malbec (Carmel Valley),2014,90,Central Coast,Malbec
Lumen 2017 Sierra Madre Chardonnay (Santa Maria Valley),2017,90,Central Coast,Chardonnay
Bernardus 2017 Pinot Noir (Santa Lucia Highlands),2017,90,Central Coast,Pinot Noir
Landmark 2016 Hilliard Bruce Vineyard Chardonnay (Sta. Rita Hills),2016,90,Central Coast,Chardonnay
Zotovich 2017 Zoto Chardonnay (Sta. Rita Hills),2017,90,Central Coast,Chardonnay
J. Lohr 2017 Seven Oaks Cabernet Sauvignon (Paso Robles),2017,90,Central Coast,Cabernet Sauvignon
Fess Parker 2017 Parker West Pinot Noir (Sta. Rita Hills),2017,90,Central Coast,Pinot Noir
McKinney 2016 Tuscan Nights Red (Santa Barbara County),2016,90,Central Coast,"Red Blends, Red Blends"
Lucas & Lewellen 2017 Estate Vineyards Pinot Noir (Santa Barbara County),2017,90,Central Coast,Pinot Noir
Pali 2018 Pali Vineyard Rosé of Pinot Noir (Sta. Rita Hills),2018,90,Central Coast,Pinot Noir
Dubost 2018 Chenin Blanc (Paso Robles),2018,89,Central Coast,Chenin Blanc
Testarossa 2016 Chardonnay (Santa Lucia Highlands),2016,89,Central Coast,Chardonnay
Bernardus 2017 Cabernet Sauvignon (Carmel Valley),2017,89,Central Coast,Cabernet Sauvignon
Lumen 2018 Starry Rosé (Santa Barbara County),2018,89,Central Coast,Rosé
Tooth and Nail 2016 The Possessor Red (Paso Robles),2016,89,Central Coast,"Red Blends, Red Blends"
Opolo 2017 Montagna Mare Red (Paso Robles),2017,89,Central Coast,"Red Blends, Red Blends"
Peachy Canyon 2018 Classic Rosé (Paso Robles),2018,89,Central Coast,Rosé
Cline 2018 Ancient Vines Mourvèdre Rosé (Contra Costa County),2018,89,Central Coast,Rosé
Midnight 2016 Nocturne Syrah (Paso Robles),2016,89,Central Coast,Syrah
Mountain Tides 2017 Petite Sirah (Contra Costa County),2017,89,Central Coast,Petite Sirah
Bellante 2017 Jack McGinley Vineyard Syrah (Happy Canyon of Santa Barbara),2017,89,Central Coast,Syrah
Clos La Chance 2017 22 Pirates Red (Central Coast),2017,89,Central Coast,"Red Blends, Red Blends"
F2 Wines 2018 Ghibellini Sauvignon Blanc (Los Olivos District),2018,89,Central Coast,Sauvignon Blanc
Aerena 2018 Rosé (San Francisco Bay),2018,88,Central Coast,Rosé
Dubost 2013 Blood of Jove Syrah (Adelaida District),2013,88,Central Coast,Syrah
Dubost 2017 Illumination Red (Adelaida District),2017,88,Central Coast,Rhône-style Red Blend
Peachy Canyon 2018 Rosé (Paso Robles),2018,88,Central Coast,Rosé
Tribute 2018 Sauvignon Blanc (Monterey County),2018,88,Central Coast,Sauvignon Blanc
Zotovich 2017 Zoto Pinot Noir (Sta. Rita Hills),2017,88,Central Coast,Pinot Noir
Bridlewood 2017 Pinot Noir (Monterey County),2017,88,Central Coast,Pinot Noir
Dubost 2017 Auguste Red (Adelaida District),2017,88,Central Coast,Rhône-style Red Blend
Midnight 2016 Solstice Malbec (Paso Robles),2016,88,Central Coast,Malbec
Broadside 2017 Margarita Vineyard Cabernet Sauvignon (Paso Robles),2017,88,Central Coast,Cabernet Sauvignon
Niner 2018 Sauvignon Blanc (Edna Valley),2018,88,Central Coast,Sauvignon Blanc
Parker Station 2018 Chardonnay (Central Coast),2018,88,Central Coast,Chardonnay
F2 Wines 2018 Europeo Rosé of Syrah (Los Olivos District),2018,88,Central Coast,Syrah
Marco Lucchesi 2016 Estelle Vineyards Nebbiolo (Santa Ynez Valley),2016,88,Central Coast,Nebbiolo
Section Wines 2016 Il Buttero Red (Santa Ynez Valley),2016,88,Central Coast,"Red Blends, Red Blends"
Mountain Tides 2018 Rosé of Petite Sirah (Contra Costa County),2018,88,Central Coast,Petite Sirah
J. Lohr 2018 Flume Crossing Sauvignon Blanc (Arroyo Seco),2018,88,Central Coast,Sauvignon Blanc
Sevtap 2016 Make Me Sexy Red (Happy Canyon of Santa Barbara),2016,88,Central Coast,Bordeaux-style Red Blend
Campos 2017 Estate Petite Sirah (Contra Costa County),2017,87,Central Coast,Petite Sirah
Section Wines 2016 Pinot Noir (Sta. Rita Hills),2016,87,Central Coast,Pinot Noir
Villa San Juliette 2015 Cabernet Sauvignon (Paso Robles),2015,87,Central Coast,Cabernet Sauvignon
F2 Wines 2016 TBO Great Oaks Vineyard Cabernet Sauvignon (Los Olivos District),2016,87,Central Coast,Cabernet Sauvignon
Opolo 2016 Reserve Collection Merlot (Paso Robles Willow Creek District),2016,87,Central Coast,Merlot
Mountain Tides 2018 Partial Carbonic Petite Sirah (Contra Costa County),2018,87,Central Coast,Petite Sirah
Broadside 2017 Margarita Vineyard Merlot (Paso Robles),2017,86,Central Coast,Merlot
Edna Valley Vineyard 2017 Merlot (Central Coast),2017,86,Central Coast,Merlot
Donati Family Vineyard 2016 Claret (Paicines),2016,86,Central Coast,"Claret, Bordeaux-style Red Blend"
Bianchi 2017 Petite Sirah (Paso Robles),2017,86,Central Coast,Petite Sirah
Testarossa 2016 Cuvée Los Gatos Chardonnay (Monterey),2016,85,Central Coast,Chardonnay
Sevtap 2016 Malbec (Happy Canyon of Santa Barbara),2016,85,Central Coast,Malbec
Midnight 2016 Merlot (Paso Robles Willow Creek District),2016,85,Central Coast,Merlot
Purple Dragon 2018 Jurassic Vineyard Chenin Blanc (Santa Ynez Valley),2018,84,Central Coast,Chenin Blanc
Lester 2016 Mercurio Lester Family Vineyards Pinot Noir (Santa Cruz Mountains),2016,96,Central Coast,Pinot Noir
Law 2016 Sagacious Red (Adelaida District),2016,95,Central Coast,Rhône-style Red Blend
Samsara 2015 Turner Vineyard Syrah (Sta. Rita Hills),2015,95,Central Coast,Syrah
Storm 2016 Donnachadh Vineyard Pinot Noir (Sta. Rita Hills),2016,95,Central Coast,Pinot Noir
Storm Wines 2016 Presqu'ile Vineyard Pinot Noir (Santa Maria Valley),2016,95,Central Coast,Pinot Noir
Samsara 2015 Cargasacchi Vineyard Pinot Noir (Sta. Rita Hills),2015,94,Central Coast,Pinot Noir
Folded Hills 2017 Cluster Grenache (Santa Ynez Valley),2017,94,Central Coast,Grenache
Stolpman 2017 Estate Grown Syrah (Ballard Canyon),2017,94,Central Coast,Syrah
Walt 2017 Clos Pepe Pinot Noir (Sta. Rita Hills),2017,94,Central Coast,Pinot Noir
Walt 2017 Sierra Mar Pinot Noir (Santa Lucia Highlands),2017,94,Central Coast,Pinot Noir
Calera 2016 Reed Vineyard Pinot Noir (Mt. Harlan),2016,94,Central Coast,Pinot Noir
Liquid Farm 2017 White Hills Chardonnay (Sta. Rita Hills),2017,94,Central Coast,Chardonnay
Calera 2016 Jensen Vineyard Pinot Noir (Mt. Harlan),2016,94,Central Coast,Pinot Noir
Liquid Farm 2015 Bien Bien Chardonnay (Santa Maria Valley),2015,94,Central Coast,Chardonnay
Mindego Ridge 2016 Pinot Noir (Santa Cruz Mountains),2016,94,Central Coast,Pinot Noir
Broadside 2016 Ephemera Cabernet Sauvignon (Paso Robles),2016,94,Central Coast,Cabernet Sauvignon
Samsara 2015 Melville Vineyard Pinot Noir (Sta. Rita Hills),2015,94,Central Coast,Pinot Noir
Storm Wines 2016 Duvarita Vineyard Pinot Noir (Santa Barbara County),2016,94,Central Coast,Pinot Noir
Landmark 2016 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),2016,94,Central Coast,Pinot Noir
Mount Eden Vineyards 2016 Estate Bottled Chardonnay (Santa Cruz Mountains),2016,94,Central Coast,Chardonnay
Lester 2016 Domingo Lester Family Vineyards Pinot Noir (Santa Cruz Mountains),2016,94,Central Coast,Pinot Noir
Seabold Cellars 2017 Brousseau The Swale Pinot Noir (Chalone),2017,93,Central Coast,Pinot Noir
Landmark 2016 Dierberg Vineyard Pinot Noir (Sta. Rita Hills),2016,93,Central Coast,Pinot Noir
Margerum 2018 Riviera Rosé (Santa Barbara County),2018,93,Central Coast,Rosé
Morgan 2017 Twelve Clones Pinot Noir (Santa Lucia Highlands),2017,93,Central Coast,Pinot Noir
Mount Eden Vineyards 2015 Cabernet Sauvignon (Santa Cruz Mountains),2015,93,Central Coast,Cabernet Sauvignon
Daou 2017 Cabernet Sauvignon (Paso Robles),2017,93,Central Coast,Cabernet Sauvignon
Furthermore 2015 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),2015,93,Central Coast,Pinot Noir
Margerum 2017 Grenache (Santa Barbara County),2017,93,Central Coast,Grenache
Paper Street 2016 The Narrator Red (Paso Robles),2016,93,Central Coast,Rhône-style Red Blend
Samsara 2015 Turner Vineyard Pinot Noir (Sta. Rita Hills),2015,93,Central Coast,Pinot Noir
Bold 2017 Pinot Noir (Monterey),2017,93,Central Coast,Pinot Noir
Epiphany 2016 Rodney's Vineyard Grenache (Santa Barbara County),2016,93,Central Coast,Grenache
Center of Effort 2015 Rosso Corsa Pinot Noir (Edna Valley),2015,93,Central Coast,Pinot Noir
Law 2017 Soph White (Adelaida District),2017,93,Central Coast,Rhône-style White Blend
Liquid Farm 2015 Golden Slope Chardonnay (Sta. Rita Hills),2015,93,Central Coast,Chardonnay
Samsara 2015 Zotovich Vineyard Syrah (Sta. Rita Hills),2015,93,Central Coast,Syrah
Sunstone 2017 Syrah (Santa Ynez Valley),2017,93,Central Coast,Syrah
Comartin 2015 Camp Four Vineyard Grenache (Santa Ynez Valley),2015,93,Central Coast,Grenache
Liquid Farm 2016 Four Chardonnay (Sta. Rita Hills),2016,93,Central Coast,Chardonnay
Mount Eden Vineyards 2016 Pinot Noir (Santa Cruz Mountains),2016,93,Central Coast,Pinot Noir
Samsara 2014 Lotus Reserve Pinot Noir (Sta. Rita Hills),2014,93,Central Coast,Pinot Noir
Dawn's Dream 2017 Rachael Pinot Noir (Santa Lucia Highlands),2017,93,Central Coast,Pinot Noir
August West 2017 Cortada Alta Vineyard Pinot Noir (Santa Lucia Highlands),2017,93,Central Coast,Pinot Noir
Fess Parker 2017 Older Barrels Pinot Noir (Sta. Rita Hills),2017,93,Central Coast,Pinot Noir
Happy Canyon Vineyard 2015 Barrack Brand Red (Happy Canyon of Santa Barbara),2015,93,Central Coast,Bordeaux-style Red Blend
Lone Madrone 2015 Oveja Negra Red (Paso Robles Willow Creek District),2015,93,Central Coast,Rhône-style Red Blend
Paix Sur Terre 2017 Songs of Its Own Red (Adelaida District),2017,93,Central Coast,Rhône-style Red Blend
Fess Parker 2017 Ashley's Pinot Noir (Sta. Rita Hills),2017,93,Central Coast,Pinot Noir
Lone Madrone 2017 Oveja White (Paso Robles Willow Creek District),2017,93,Central Coast,Rhône-style White Blend
Giornata 2018 Vermentino (Paso Robles),2018,92,Central Coast,"Vermentino, Italian White"
Calera 2016 De Villiers Vineyard Pinot Noir (Mt. Harlan),2016,92,Central Coast,Pinot Noir
Comartin 2016 Tierra Alta Vineyard Syrah (Ballard Canyon),2016,92,Central Coast,Syrah
Domaine Eden 2016 Cabernet Sauvignon (Santa Cruz Mountains),2016,92,Central Coast,Cabernet Sauvignon
Grassini 2015 Reserve Cabernet Sauvignon (Happy Canyon of Santa Barbara),2015,92,Central Coast,Cabernet Sauvignon
Lone Madrone 2015 Points West White (Paso Robles),2015,92,Central Coast,Rhône-style White Blend
Samsara 2015 Las Hermanas Vineyard Pinot Noir (Sta. Rita Hills),2015,92,Central Coast,Pinot Noir
Solminer 2018 Rubellite Red (Santa Ynez Valley),2018,92,Central Coast,Rhône-style Red Blend
Sunstone 2017 Mourvèdre (Santa Ynez Valley),2017,92,Central Coast,Mourvèdre
Cline 2016 Ancient Vines Mourvèdre (Contra Costa County),2016,92,Central Coast,Mourvèdre
Comartin 2016 Tierra Alta Vineyard Grenache (Ballard Canyon),2016,92,Central Coast,Grenache
Domaine Eden 2016 Chardonnay (Santa Cruz Mountains),2016,92,Central Coast,Chardonnay
Landmark 2016 Pinot Noir (Santa Lucia Highlands),2016,92,Central Coast,Pinot Noir
MCV 2017 Petite Sirah (Paso Robles),2017,92,Central Coast,Petite Sirah
Timbre 2016 Opening Act Pinot Noir (Monterey),2016,92,Central Coast,Pinot Noir
Timbre 2016 Supergroup Pinot Noir (Santa Maria Valley),2016,92,Central Coast,Pinot Noir
Daou 2017 Pessimist Red (Paso Robles),2017,92,Central Coast,"Red Blends, Red Blends"
Bold 2018 Vista Verde Chenin Blanc (Paicines),2018,92,Central Coast,Chenin Blanc
Law 2016 Beguiling Grenache (Adelaida District),2016,92,Central Coast,Grenache
Timbre 2016 Guest Star Pinot Noir (Sta. Rita Hills),2016,92,Central Coast,Pinot Noir
Margerum 2018 Sybarite Sauvignon Blanc (Happy Canyon of Santa Barbara),2018,92,Central Coast,Sauvignon Blanc
Mindego Ridge 2016 Chardonnay (Santa Cruz Mountains),2016,92,Central Coast,Chardonnay
Pulchella 2016 Henchman Tannat (Paso Robles),2016,92,Central Coast,"Tannat, Other Red"
Rincon Mountain 2016 Tempranillo (Paso Robles),2016,92,Central Coast,Tempranillo
Westerly 2017 Sauvignon Blanc (Happy Canyon of Santa Barbara),2017,92,Central Coast,Sauvignon Blanc
Bold 2017 Pinot Noir (Santa Lucia Highlands),2017,92,Central Coast,Pinot Noir
Dawn's Dream 2017 Bel Sogno Pinot Noir (Monterey),2017,92,Central Coast,Pinot Noir
Dusty Nabor 2017 NSO Grenache (Paso Robles),2017,92,Central Coast,Grenache
Koehler 2016 Grenache (Santa Ynez Valley),2016,92,Central Coast,Grenache
Koehler 2016 Reserve Syrah (Santa Ynez Valley),2016,92,Central Coast,Syrah
Samsara 2015 Pinot Noir (Sta. Rita Hills),2015,92,Central Coast,Pinot Noir
Parvaneh 2016 Estate Reserve Petite Sirah (Paso Robles),2016,92,Central Coast,Petite Sirah
Grimm's Bluff 2017 Reserve Sauvignon Blanc (Happy Canyon of Santa Barbara),2017,92,Central Coast,Sauvignon Blanc
McKinney 2016 The Baron Red (Santa Barbara County),2016,92,Central Coast,Rhône-style Red Blend
Storm 2016 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),2016,92,Central Coast,Pinot Noir
Carol Shelton 2017 Coquille Blanc White (Paso Robles),2017,92,Central Coast,Rhône-style White Blend
Dawn's Dream 2017 Nicole Pinot Noir (Santa Lucia Highlands),2017,92,Central Coast,Pinot Noir
Happy Canyon Vineyard 2016 Piocho Patron Red (Happy Canyon of Santa Barbara),2016,92,Central Coast,Bordeaux-style Red Blend
McKinney 2016 Duvarita Vineyard Pinot Noir (Santa Barbara County),2016,92,Central Coast,Pinot Noir
La Lieff 2018 Alamo Creek Ranch Rosé of Grenache (San Luis Obispo County),2018,92,Central Coast,Grenache
Seabold Cellars 2017 Four Sisters Terraces Grenache (San Miguel District),2017,92,Central Coast,Grenache
Foley 2016 Bar Lazy S Ranch Chardonnay (Sta. Rita Hills),2016,92,Central Coast,Chardonnay
Lone Madrone 2018 Dry Farmed Rosé (Paso Robles Willow Creek District),2018,92,Central Coast,Rosé
Jeff Cohn 2016 Twist of Fate Alta Colina Vineyard Mourvèdre (Paso Robles),2016,92,Central Coast,Mourvèdre
Bernardus 2017 Chardonnay (Monterey County),2017,91,Central Coast,Chardonnay
Opolo 2018 Albariño (Edna Valley),2018,91,Central Coast,Albariño
Giornata 2018 Fiano (Paso Robles),2018,91,Central Coast,"Fiano, Italian White"
MCV 2017 Zinfandel (Paso Robles),2017,91,Central Coast,Zinfandel
Sculpterra 2017 Grenache (Paso Robles),2017,91,Central Coast,Grenache
Koehler 2016 Reserve Chardonnay (Santa Ynez Valley),2016,91,Central Coast,Chardonnay
Meadow View 2016 Isabelle's Vineyard Cabernet Sauvignon,2016,91,Central Coast,Cabernet Sauvignon
Midnight 2018 Aurora White (Paso Robles),2018,91,Central Coast,Rhône-style White Blend
Grassini 2018 Sauvignon Blanc (Happy Canyon of Santa Barbara),2018,91,Central Coast,Sauvignon Blanc
Samsara 2015 Rancho La Vina Pinot Noir (Sta. Rita Hills),2015,91,Central Coast,Pinot Noir
Bernardus 2017 Rosella's Vineyard Chardonnay (Santa Lucia Highlands),2017,91,Central Coast,Chardonnay
Bernardus 2018 Griva Vineyard Sauvignon Blanc (Arroyo Seco),2018,91,Central Coast,Sauvignon Blanc
Chamisal 2017 Estate Grown Pinot Noir (Edna Valley),2017,91,Central Coast,Pinot Noir
Folded Hills 2018 Lilly Rosé (Santa Ynez Valley),2018,91,Central Coast,Rosé
Foley 2016 T Anchor Ranch Chardonnay (Sta. Rita Hills),2016,91,Central Coast,Chardonnay
Koehler 2016 Sangiovese (Santa Ynez Valley),2016,91,Central Coast,Sangiovese
Koehler 2016 Syrah (Santa Ynez Valley),2016,91,Central Coast,Syrah
Solminer 2017 Coquelicot Vineyard Riesling (Los Olivos District),2017,91,Central Coast,Riesling
Timbre 2016 Lead Vocals Chardonnay (Santa Maria Valley),2016,91,Central Coast,Chardonnay
Timbre 2016 Opening Act Chardonnay (Santa Maria Valley),2016,91,Central Coast,Chardonnay
Timbre 2016 The Headliner Pinot Noir (Santa Maria Valley),2016,91,Central Coast,Pinot Noir
Bernardus 2018 Rosé (Santa Lucia Highlands),2018,91,Central Coast,Rosé
Domaine Eden 2016 Pinot Noir (Santa Cruz Mountains),2016,91,Central Coast,Pinot Noir
Felten Cellars 2018 Chardonnay (Adelaida District),2018,91,Central Coast,Chardonnay
Lone Madrone 2015 Points West Red (Paso Robles),2015,91,Central Coast,Rhône-style Red Blend
Diora 2017 La Petite Grace Pinot Noir (Monterey),2017,91,Central Coast,Pinot Noir
Foley 2016 JA Ranch Chardonnay (Sta. Rita Hills),2016,91,Central Coast,Chardonnay
Lone Madrone 2014 The Dodd Red (Adelaida District),2014,91,Central Coast,"Red Blends, Red Blends"
McKahn 2017 Mourvèdre (Livermore Valley),2017,91,Central Coast,Mourvèdre
Sunstone 2018 Linda's Vineyard Viognier (Santa Ynez Valley),2018,91,Central Coast,Viognier
Testarossa 2016 Chardonnay (Santa Cruz Mountains),2016,91,Central Coast,Chardonnay
The Blending Lab 2016 Cabernet Sauvignon (Paso Robles),2016,91,Central Coast,Cabernet Sauvignon
Dawn's Dream 2018 Clone 236 Pinot Noir Rosé (Santa Lucia Highlands),2018,91,Central Coast,Rosé
Grimm's Bluff 2015 Estate Petit Verdot (Happy Canyon of Santa Barbara),2015,91,Central Coast,Petit Verdot
Grimm's Bluff 2017 Estate Sauvignon Blanc (Happy Canyon of Santa Barbara),2017,91,Central Coast,Sauvignon Blanc
McKinney 2017 Duvarita Vineyard Pinot Noir (Santa Barbara County),2017,91,Central Coast,Pinot Noir
McKinney 2017 Spear Vineyard Syrah (Sta. Rita Hills),2017,91,Central Coast,Syrah
Dawn's Dream 2016 Escolle Vineyard Chardonnay (Santa Lucia Highlands),2016,91,Central Coast,Chardonnay
Fess Parker 2017 Clone 115 Pinot Noir (Sta. Rita Hills),2017,91,Central Coast,Pinot Noir
McKinney 2015 Napoleon's Secret Red (Santa Ynez Valley),2015,91,Central Coast,"Red Blends, Red Blends"
Section Wines 2018 Tierra Alta Vineyard Arneis (Ballard Canyon),2018,91,Central Coast,"Arneis, Italian White"
Marco Lucchesi 2016 Cabernet Franc (Happy Canyon of Santa Barbara),2016,91,Central Coast,Cabernet Franc
Aver Family Vineyards 2016 Family Album Petite Sirah (Santa Clara Valley),2016,91,Central Coast,Petite Sirah
